Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Yds,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl
Bobby Wagner,33,SEA,LB,17,16,0,61,49,546,2,114.9,5.1,239,307,44,1,2,0,3.5,7,183,8
Zaire Franklin,27,IND,LB,16,16,0,84,65,663,1,103.4,4.6,225,438,23,0,1,1,1.5,3,179,15
Alex Singleton,30,DEN,LB,17,16,0,85,68,573,2,102.6,2.3,138,435,52,1,3,1,2,6,177,15
Foyesade Oluokun,28,JAX,LB,17,17,1,82,61,499,1,88.4,2.2,94,405,49,5,6,1,2.5,14,173,22
Azeez Al-Shaair,26,TEN,LILB,17,17,0,49,34,281,2,97.4,5.1,103,178,42,1,4,1,2,7,163,13
Roquan Smith,26,BAL,LB,16,16,1,82,63,676,2,103.5,5.2,304,372,42,1,4,1,1.5,7,158,8
T.J. Edwards,27,CHI,LB,17,17,3,87,72,644,2,90.8,2.7,162,482,68,2,6,0,2.5,11,155,13
C.J. Mosley,31,NYJ,LB,17,17,1,65,48,508,1,94.9,3.1,122,386,29,0,1,1,0.5,2,152,13
Bobby Okereke,27,NYG,LB,17,17,2,42,34,302,2,92.7,1.1,15,287,69,2,4,1,2.5,9,149,12
Robert Spillane,28,LVR,LB,17,17,3,55,40,410,2,83.1,3.3,112,298,36,1,3,0,3.5,8,148,12
Ernest Jones,24,LAR,LB,15,15,0,48,34,294,1,93.6,1.7,49,245,58,7,2,1,4.5,14,145,2
Terrel Bernard,24,BUF,LB,17,17,3,56,40,388,2,80.1,5,159,229,50,5,2,1,6.5,14,143,15
Quincy Williams,27,NYJ,LB,17,16,1,88,63,450,4,93.5,2.2,72,378,29,1,2,1,2,5,139,13
Camryn Bynum,25,MIN,S,17,17,2,92,70,698,3,98.9,8,386,312,5,0,0,0,0.5,1,137,13
Logan Wilson,27,CIN,LB,17,17,4,73,55,576,4,93.2,5.1,247,329,38,0,2,0,1,4,135,7
Lavonte David,33,TAM,LB,15,15,0,85,67,569,2,102.4,4.6,224,345,51,4,0,0,4.5,9,134,9
Patrick Queen,24,BAL,LB,17,17,1,67,52,388,2,94.5,3.2,102,286,63,4,2,0,3.5,10,133,14
Jessie Bates III,26,ATL,S,17,17,6,51,33,380,3,67.1,12.4,264,116,13,1,1,0,0,2,132,11
Fred Warner,27,SFO,LB,17,17,4,76,56,560,1,76.6,4.9,203,357,43,1,4,3,2.5,8,132,14
Alex Anzalone,29,DET,LB,16,16,0,80,56,546,2,97.2,3.7,158,388,75,5,9,1,3,17,129,22
Devin Lloyd,25,JAX,LB,15,15,0,72,50,441,2,94.7,4.5,164,277,34,1,1,0,0,2,127,12
Derwin James,27,LAC,S,16,16,1,64,44,468,2,93.7,7.9,250,218,36,3,2,1,2,7,125,12
Frankie Luvu,27,CAR,LILB,17,17,0,56,34,326,3,94.8,2.8,100,226,46,2,5,1,5.5,13,125,18
Julian Love,25,SEA,S,17,12,4,69,44,606,3,82.2,10.1,398,208,4,1,1,0,0,2,123,10
Kaden Elliss,28,ATL,LB,17,17,0,54,39,281,1,90.1,3.7,77,204,39,3,2,1,4,9,122,9
Antoine Winfield Jr.,25,TAM,S,17,17,3,48,33,471,4,102,11.6,294,177,30,4,2,2,6,12,122,7
Kevin Byard,30,2TM,SS,16,16,1,63,47,512,2,102.1,7.5,298,214,10,0,0,1,0,0,122,5
Kevin Byard,30,TEN,SS,6,6,0,22,16,196,0,99.8,9.5,113,83,1,0,0,0,0,0,47,2
Kevin Byard,30,PHI,SS,10,10,1,41,31,316,2,103.3,6.4,185,131,9,0,0,1,0,0,75,3
Cody Barton,27,WAS,LB,13,13,1,47,37,331,2,101.3,2.5,92,239,27,4,0,0,0,4,121,4
Demario Davis,34,NOR,MLB,17,17,0,46,29,232,2,90.1,4.7,82,150,39,3,5,0,6.5,15,121,11
Dre Greenlaw,26,SFO,LB,15,15,0,82,58,456,4,100.5,4,151,305,39,2,2,0,1.5,6,120,12
Germaine Pratt,27,CIN,LB,17,17,2,63,45,425,2,87.1,4.7,207,218,25,2,0,0,2,5,118,8
Quay Walker,23,GNB,LB,14,14,1,58,43,429,1,93.2,3,116,313,59,2,2,0,2.5,7,118,6
Eric Kendricks,31,LAC,LILB,15,14,0,59,47,498,0,101.8,3.4,156,342,53,1,2,1,3.5,7,117,5
Xavier McKinney,25,NYG,FS,17,17,3,65,41,456,1,69.8,8.5,241,215,42,2,0,2,0.5,3,116,8
Josh Metellus,25,MIN,S,17,17,1,79,65,527,3,101.8,4.6,192,335,91,14,7,0,2.5,24,116,13
Kamren Curl,24,WAS,S,16,16,0,46,32,373,2,108.3,8.7,244,129,17,1,2,0,1,4,115,9
Ja'Whaun Bentley,27,NWE,LB,16,16,0,44,33,338,0,96.6,4.1,117,221,77,6,5,1,4.5,16,114,13
Reed Blankenship,24,PHI,S,15,15,3,66,42,529,6,99.9,11.8,330,199,6,0,1,0,0,1,113,11
Tremaine Edmunds,25,CHI,LB,15,15,4,65,51,450,3,85.3,3.8,170,280,34,0,0,0,0,0,113,13
David Long,27,MIA,LB,17,17,0,50,34,386,1,97.6,4.5,170,216,65,4,4,1,1,9,113,14
Jordyn Brooks,26,SEA,RILB,16,16,1,52,40,389,0,89.3,3.9,81,308,22,2,2,0,4.5,9,111,12
Daxton Hill,23,CIN,S,17,17,2,50,34,465,2,94.2,10.4,337,128,26,2,3,1,1.5,7,110,8
Nathan Landman,25,ATL,LB,16,14,1,42,29,262,1,83.6,2.5,61,201,17,1,2,0,2,5,110,13
Jahlani Tavai,27,NWE,LB,17,16,2,35,26,166,1,69.5,1.2,19,147,55,1,3,0,1,5,110,10
Damone Clark,23,DAL,LB,17,17,0,32,24,224,1,104.2,3.1,51,173,42,1,1,0,0,2,109,4
Kyle Dugger,27,NWE,DB,17,17,2,64,44,478,1,82.7,8.3,270,208,45,4,2,0,1.5,8,109,8
Josey Jewell,29,DEN,LB,16,15,0,43,29,196,2,92.8,3.4,74,122,38,1,1,0,3,5,108,4
Jordan Hicks,31,MIN,LB,13,13,1,42,34,298,1,94.2,3.9,128,170,89,4,1,1,1,6,107,6
Kenneth Murray,25,LAC,LB,15,15,1,69,49,516,3,100.9,2.8,128,388,61,2,0,0,3,5,107,4
Blake Cashman,27,HOU,MLB,14,13,1,55,38,263,1,78.1,4,74,189,28,2,3,0,2,7,106,8
Divine Deablo,25,LVR,LB,15,15,0,49,38,289,2,104.8,2.6,75,214,24,1,1,0,1,3,106,7
Jaquan Brisker,24,CHI,DB,15,15,1,60,37,442,6,110.6,9.4,264,178,20,1,0,1,1,3,105,10
Derrick Brown,25,CAR,DT,17,17,1,5,5,52,0,70.4,0.8,4,48,0,3,12,7,2,17,103,4
Richie Grant,26,ATL,S,17,15,1,57,39,543,6,126.6,12.8,392,151,21,1,3,0,3,7,103,11
Ivan Pace,23,MIN,LB,17,11,1,37,30,182,0,75.9,3.1,37,145,74,1,6,0,2.5,10,102,7
E.J. Speed,28,IND,LB,16,11,0,59,38,285,0,75.9,3,97,188,32,2,1,0,1,4,102,14
Christian Harris,22,HOU,LB,16,12,0,55,41,365,1,97.9,1.5,27,338,29,0,1,2,2,3,101,9
Rayshawn Jenkins,29,JAX,SS,17,17,2,61,33,424,0,62.5,9,254,170,32,3,1,0,1,5,101,10
Micah McFadden,23,NYG,LB,16,14,1,35,26,178,1,82.8,1.4,9,169,53,2,4,0,1,8,101,22
Jeremiah Owusu-Koramoah,24,CLE,LB,16,13,2,45,35,250,3,93.5,2.9,71,179,60,1,0,1,3.5,5,101,13
Elandon Roberts,29,PIT,LB,16,15,0,48,39,343,1,103.4,3.1,142,201,32,2,3,1,2.5,8,101,7
Jordan Poyer,32,BUF,SS,16,16,0,51,35,357,2,101.5,7.6,238,119,27,2,1,0,1,4,100,6
Taron Johnson,27,BUF,CB,17,17,0,81,55,409,3,92.1,2.9,95,314,28,0,1,0,1,2,98,6
Jordan Whitehead,26,NYJ,SS,17,17,4,38,21,280,7,78.8,11.7,122,158,5,0,0,0,0.5,1,97,16
Jack Campbell,23,DET,LB,17,12,0,31,25,298,2,128.2,5.1,127,171,43,1,1,0,2,4,95,10
Quandre Diggs,30,SEA,FS,17,17,1,36,23,360,2,103.9,10.9,248,112,1,0,0,0,0,0,95,13
Jack Gibbens,25,TEN,LB,14,13,0,30,20,255,0,93.1,4.9,89,166,16,2,1,1,1,4,95,6
Nicholas Morrow,28,PHI,LB,15,12,0,55,36,393,3,104.6,5.1,149,244,33,0,2,0,3,5,95,6
Justin Reid,26,KAN,S,16,16,1,62,39,383,3,89.7,7.6,242,141,34,2,2,1,3,7,95,7
Markquese Bell,24,DAL,S,17,8,0,47,32,296,1,92.2,3.7,62,234,19,0,0,1,0,0,94,4
Jordan Fuller,25,LAR,DB,17,17,3,54,34,468,3,86,12.9,292,176,7,0,0,0,0,0,94,6
Kenny Moore,28,IND,CB,16,16,3,80,59,535,5,96.6,4.2,179,356,19,1,0,0,1.5,3,93,5
Harrison Smith,34,MIN,S,17,17,0,52,34,333,0,83.3,7.5,148,185,83,1,3,1,3,7,93,9
Pete Werner,24,NOR,LB,16,16,1,61,49,450,2,101.5,4.9,193,257,40,1,0,0,0.5,2,93,4
Harrison Phillips,27,MIN,DL,17,17,0,2,1,22,0,89.6,-2.5,-1,23,2,3,1,2,3,8,92,4
Maxx Crosby,26,LVR,DE,17,17,0,3,3,16,0,88.9,-4.7,-14,30,2,20,15,2,14.5,50,90,3
Kyzir White,27,ARI,LB,11,11,1,32,26,225,1,93.4,2.8,54,171,20,1,0,0,2,3,90,6
Jamin Davis,25,WAS,LB,13,13,1,44,29,328,3,101.3,4.5,97,231,33,1,0,0,3,4,89,9
K'Von Wallace,26,2TM,FS,17,12,1,43,34,324,1,96.1,6,199,125,12,1,1,0,0,2,89,7
K'Von Wallace,26,ARI,FS,7,5,1,24,18,195,0,81.1,6.1,107,88,10,1,0,0,0,1,43,6
K'Von Wallace,26,TEN,S,10,7,0,19,16,129,1,112.5,5.8,92,37,2,0,1,0,0,1,46,1
Julian Blackmon,25,IND,S,15,15,4,46,28,331,0,46.6,10.1,196,135,18,0,1,0,0,1,88,4
Donovan Wilson,28,DAL,S,15,13,2,30,24,256,2,96.7,6.7,130,126,17,0,1,0,0,1,88,7
Shaquille Leonard,28,2TM,LLB,14,12,0,29,19,167,2,103.7,1,18,149,11,1,0,0,1,2,88,8
Shaquille Leonard,28,IND,LLB,9,9,0,22,14,129,1,94.7,1.7,23,106,6,1,0,0,0,1,65,5
Shaquille Leonard,28,PHI,LB,5,3,0,7,5,38,1,123.8,-1.3,-5,43,5,0,0,0,1,1,23,3
Budda Baker,27,ARI,S,12,12,0,30,19,294,1,106.8,12.2,196,98,14,1,0,0,0,1,87,6
Nate Hobbs,24,LVR,CB,13,11,1,83,58,515,4,97.2,5.4,163,352,14,0,0,0,1,1,86,9
Roger McCreary,23,TEN,CB,15,11,1,81,58,558,0,85.3,6.7,232,326,26,1,0,0,2,3,86,10
Isaiah McDuffie,24,GNB,LB,16,8,0,31,24,274,0,103.4,4.6,128,146,19,1,2,0,0.5,4,86,5
Tyrique Stevenson,23,CHI,DB,16,16,4,116,70,831,9,93.7,9.6,492,339,0,0,0,0,0,0,86,9
Zach Cunningham,29,PHI,LB,13,10,0,54,41,290,1,93.9,1.8,56,234,32,0,1,0,0,1,85,8
Amani Hooker,25,TEN,DB,13,13,1,57,40,457,4,110.1,8.2,260,197,7,1,0,0,0,1,85,8
Jason Pinnock,24,NYG,S,16,16,2,42,23,313,2,74.8,9.3,188,125,36,3,2,0,2,7,85,7
Mike Hilton,29,CIN,CB,17,13,2,69,44,386,0,66.5,7.3,158,228,34,0,1,1,2,3,84,8
Deommodore Lenoir,24,SFO,DB,17,17,3,95,60,687,1,75.2,8.3,415,272,12,0,0,0,0,0,84,5
Jonathan Owens,28,GNB,S,17,11,0,32,21,232,3,118.2,6.6,139,93,4,0,1,0,1,2,84,5
Jalen Pitre,24,HOU,S,15,15,0,38,26,456,3,135.4,15.8,367,89,28,2,2,1,0,4,84,11
Danielle Hunter,29,MIN,OLB,17,17,0,5,5,16,0,80,-1.6,-8,24,46,17,7,1,16.5,41,83,4
Tre'von Moehrig,24,LVR,S,17,17,3,44,29,298,3,79.5,7.9,154,144,6,0,0,0,2,2,83,4
Devin White,25,TAM,LB,14,13,2,43,29,194,1,65.5,3.7,56,138,75,4,6,1,2.5,13,83,6
Tony Adams,24,NYJ,S,15,15,3,29,19,285,1,69.5,11.1,219,66,4,2,0,0,0,2,82,9
DeShon Elliott,26,MIA,S,15,15,1,39,27,501,5,140.8,12.5,325,176,2,0,0,0,0,0,82,9
Kerby Joseph,23,DET,S,15,15,4,58,32,552,2,70.5,17.6,391,161,5,0,0,1,0,0,82,13
Derrick Barnes,24,DET,LB,16,13,0,35,26,270,0,96.1,2.9,100,170,67,3,4,0,1,8,81,7
DeForest Buckner,29,IND,DT,17,16,0,1,1,-3,0,79.2,-3,-3,0,2,4,12,6,8,25,81,4
Kyle Hamilton,22,BAL,S,15,15,4,63,34,166,1,38.4,5.2,47,119,30,3,1,1,3,7,81,8
Michael Hoecht,26,LAR,OLB,17,17,0,31,24,232,1,108.5,5.1,62,170,9,5,4,0,6,16,81,7
Grant Delpit,25,CLE,S,13,13,1,33,24,234,2,99.8,4.7,92,142,33,3,2,1,1.5,7,80,7
Trent McDuffie,23,KAN,CB,16,16,0,76,50,524,2,94.4,6.9,310,214,54,4,7,2,3,14,80,6
Keisean Nixon,26,GNB,CB,17,13,1,81,63,601,3,104.8,6.4,274,327,3,0,0,0,0.5,1,80,10
Kendall Fuller,28,WAS,CB,15,15,2,80,55,651,9,120.4,9.3,342,309,0,0,0,0,0,0,79,5
Christian Rozeboom,26,LAR,LB,17,5,1,49,39,296,1,90.1,2.3,90,206,19,0,2,0,0,2,79,12
Devon Witherspoon,23,SEA,CB,14,13,1,84,49,450,5,87.9,7.3,214,236,26,1,1,3,3,5,79,12
Jerome Baker,27,MIA,LILB,13,12,2,46,39,335,1,86.1,2.9,109,226,41,2,2,0,1.5,6,78,11
Carl Granderson,27,NOR,DE,17,17,0,3,2,6,0,70.1,-4,-7,13,2,8,11,2,8.5,28,78,5
Jabrill Peppers,28,NWE,DB,15,15,2,35,23,173,2,72.7,5.5,48,125,35,2,1,0,1,4,78,9
L'Jarius Sneed,26,KAN,CB,16,16,2,100,51,478,0,56.2,9.9,283,195,12,0,3,0,0,3,78,6
Jalen Thompson,25,ARI,S,15,15,4,47,31,422,3,80.3,10.1,288,134,14,1,2,0,1,4,78,5
Drue Tranquill,28,KAN,LB,16,8,0,30,24,184,0,92.2,3.5,70,114,49,1,2,0,4.5,8,78,7
Myles Bryant,25,NWE,DB,17,9,1,82,62,614,3,103.4,8.7,377,237,14,2,0,0,1,3,77,10
Paulson Adebo,24,NOR,CB,15,15,4,100,55,674,1,62.7,11.1,452,222,3,0,1,0,0,1,76,5
Ryan Neal,28,TAM,S,15,13,0,34,31,568,5,158.3,10.6,341,227,13,2,0,0,0,2,76,5
Denzel Perryman,31,HOU,LB,12,11,0,39,29,337,1,108.6,5,116,221,20,2,1,0,0.5,4,76,13
D.J. Reed,27,NYJ,CB,15,15,1,80,47,527,2,81.6,10.7,317,210,2,0,0,0,0,0,76,7
De'Vondre Campbell,30,GNB,LILB,11,11,0,25,18,215,1,111.2,5,84,131,17,2,2,0,0,4,75,3
Tyrann Mathieu,31,NOR,S,17,17,4,46,25,306,3,60.6,8.8,105,201,9,1,0,1,0,1,75,7
Alontae Taylor,25,NOR,CB,17,13,2,102,62,685,4,85.6,8.6,378,307,32,2,0,0,1,3,75,14
Brian Branch,22,DET,DB,15,9,3,73,45,468,4,81.3,6.8,257,211,31,5,2,0,1,8,74,6
Tyrel Dodson,25,BUF,LB,17,10,0,35,29,275,1,108.9,0.9,30,245,36,1,3,0,2.5,7,74,7
Jevon Holland,23,MIA,S,12,12,1,38,27,287,2,99.3,10.6,142,145,5,1,0,0,0,1,74,6
Khaleke Hudson,26,WAS,LB,17,8,0,35,27,277,2,118.4,5.1,77,200,22,1,1,0,1,3,74,2
Khalil Mack,32,LAC,OLB,17,17,0,2,1,0,0,56.2,-0.5,0,0,44,9,10,9,17,36,74,11
Brandon Stephens,26,BAL,DB,16,16,2,108,68,716,2,80.6,9.9,494,222,5,1,0,1,0,1,74,2
Bradley Chubb,27,MIA,LB,16,16,0,9,6,29,1,108.1,-1.1,-4,33,25,9,11,1,11,33,73,14
Alohi Gilman,26,LAC,S,14,14,2,49,31,373,3,89.9,10.4,216,157,2,0,0,0,0,0,73,9
Elijah Molden,24,TEN,CB,15,8,1,33,24,332,3,122.3,9.6,214,118,14,0,0,1,0,0,73,3
Jonathon Cooper,25,DEN,OLB,17,17,1,14,10,117,0,66.7,3.9,47,70,28,9,4,0,8.5,22,72,4
Jayron Kearse,29,DAL,S,16,13,1,38,25,307,0,79.6,7.8,196,111,22,1,1,2,1.5,4,72,3
Charvarius Ward,27,SFO,CB,17,17,5,109,59,714,3,64.5,12,473,241,3,1,0,0,0,1,72,3
Jordan Battle,23,CIN,S,17,7,1,21,19,219,1,106.2,9,122,97,15,1,1,1,2,4,71,5
Rudy Ford,29,GNB,S,13,9,2,28,17,203,1,65,10.1,90,113,3,0,0,0,0,0,71,7
Harold Landry,27,TEN,OLB,17,10,0,18,16,117,1,112.3,1.1,13,104,18,5,10,0,10.5,26,70,3
Justin Simmons,30,DEN,FS,15,15,3,48,32,423,3,89.1,10.1,267,156,6,0,0,0,1,1,70,5
Vonn Bell,29,CAR,FS,13,13,1,27,18,240,0,79.2,12.6,206,34,2,0,1,0,0,1,69,8
DaRon Bland,24,DAL,CB,17,15,9,84,50,661,4,60.8,12.4,445,216,2,0,1,0,0,1,69,6
Patrick Surtain II,23,DEN,CB,17,17,1,91,54,660,3,88.2,11.1,483,177,5,0,0,0,0,0,69,6
Andrew Van Ginkel,28,MIA,LOLB,17,11,1,25,17,118,0,61.7,1.7,9,109,40,3,10,5,6,20,69,9
Stephon Gilmore,33,DAL,CB,17,17,2,95,53,659,4,82.7,10.1,428,231,0,0,0,0,0,0,68,4
Zyon McCollum,24,TAM,CB,17,9,0,92,55,624,3,91,11.6,364,260,0,1,0,0,0,1,68,6
Geno Stone,24,BAL,SS/FS,17,11,7,44,28,350,2,63.8,11.6,208,142,11,1,0,0,0,1,68,9
T.J. Watt,29,PIT,LB,17,17,1,8,5,49,0,40.1,1.6,3,46,23,12,18,6,19,50,68,10
Isaiah Oliver,27,SFO,DB,17,6,1,50,42,272,3,101,3.8,139,133,19,0,3,0,0,3,67,8
Benjamin St-Juste,26,WAS,CB,16,16,1,106,67,769,2,87.3,10.2,508,261,5,0,0,0,1,1,67,8
Marcus Epps,27,LVR,S,17,17,0,36,24,269,1,98,9.9,155,114,8,0,0,0,0,0,66,12
Josh Hines-Allen,26,JAX,OLB,17,17,1,9,6,64,0,47.7,-1.9,-3,67,58,14,13,0,17.5,46,66,7
Anfernee Jennings,26,NWE,LB,15,14,0,15,14,67,1,107.5,-0.9,-4,71,55,2,3,0,1.5,7,66,7
Leo Chenal,23,KAN,LB,17,10,0,19,16,126,0,94.3,4.3,49,77,24,4,4,1,3,11,65,3
Akayleb Evans,24,MIN,CB,15,15,1,81,57,780,6,120.4,10.1,449,331,5,0,0,0,0,0,65,16
Christian Izien,23,TAM,S,17,4,2,58,43,393,1,83.5,4.5,167,226,56,2,3,0,0,5,65,7
Jack Sanborn,23,CHI,LB,17,10,1,26,23,234,0,88.1,2.8,57,177,16,2,0,0,1,3,65,11
Cameron Sutton,28,DET,CB,17,17,1,91,61,888,5,112.3,12.4,631,257,7,0,0,0,0,0,65,6
Sione Takitaki,28,CLE,RLB/MLB,15,7,1,28,19,145,0,65.3,4.8,45,100,32,1,1,1,2,4,65,7
Christian Wilkins,28,MIA,LDE,17,17,0,3,2,11,0,72.9,-4.7,-7,18,0,6,14,2,9,30,65,5
Deonte Banks,22,NYG,CB,15,15,2,96,53,606,4,79.6,9.2,391,215,1,0,0,0,0,0,64,6
Christian Barmore,24,NWE,DL,17,6,0,0,0,0,0,,,0,0,0,6,4,6,8.5,19,64,2
Percy Butler,23,WAS,S,15,13,0,32,19,350,4,136.7,15.6,257,93,6,0,0,0,0,0,64,9
Minkah Fitzpatrick,27,PIT,S,10,10,0,32,18,243,0,80.6,10.3,143,100,15,1,0,0,0,1,64,5
Micah Parsons,24,DAL,LB,17,17,0,5,3,10,0,64.6,2.2,4,6,47,11,16,2,14,43,64,3
Adoree' Jackson,28,NYG,CB,14,14,1,88,58,752,2,95.5,7.8,362,390,6,0,0,0,0,0,63,9
Kader Kohou,25,MIA,CB,17,16,0,83,68,641,8,131,7.3,359,282,15,0,4,1,1,5,63,12
Steven Nelson,30,HOU,CB,17,16,4,70,43,657,1,73.3,14,478,179,1,0,0,0,0,0,63,5
Asante Samuel Jr.,24,LAC,CB,17,16,2,96,58,766,3,87.4,8.7,389,377,1,0,0,0,0,0,63,12
