Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Yds,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl
Zach Sieler,28,MIA,DT,17,17,1,3,2,3,0,30.6,-2,-5,8,0,7,9,3,10,27,63,8
Andre Cisco,23,JAX,S,15,15,4,47,31,481,7,103.8,13.3,350,131,12,1,0,0,0.5,2,62,10
Michael Davis,28,LAC,CB,17,13,1,89,58,801,8,119.2,12.2,565,236,1,1,0,0,0,1,62,9
A'Shawn Robinson,28,NYG,DL,17,13,0,0,0,0,0,,,0,0,0,1,0,2,0,1,62,1
Quinnen Williams,26,NYJ,DL,17,17,1,2,1,4,0,16.7,-0.5,1,3,0,9,13,1,5.5,29,62,7
D.J. Wonnum,26,MIN,OLB,15,14,0,8,6,50,0,90.6,0,-1,51,48,8,4,4,8,21,62,1
Leonard Williams,29,2TM,NT,18,17,0,3,3,8,0,79.2,-3.7,-11,19,0,7,10,1,5.5,23,62,4
Leonard Williams,29,NYG,NT,8,7,0,0,0,0,0,,,0,0,0,3,3,0,1.5,8,21,2
Leonard Williams,29,SEA,DL,10,10,0,3,3,8,0,79.2,-3.7,-11,19,0,4,7,1,4,15,41,2
Jamel Dean,27,TAM,CB,13,13,0,56,37,484,3,111,10.2,309,175,8,0,0,0,0,0,61,2
Kyler Gordon,24,CHI,DB,13,7,2,61,47,444,2,93.9,5.9,183,261,35,3,1,0,1,5,61,5
John Jenkins,34,LVR,DT,17,17,0,1,1,3,0,79.2,1,1,2,0,1,1,3,1,3,61,2
Damontae Kazee,30,PIT,S,14,9,2,43,29,456,4,114.1,11.3,349,107,4,0,0,0,0,0,61,4
Henry To'oTo'o,22,HOU,LB,14,6,0,33,27,273,3,131.4,5.9,140,133,15,3,1,0,0,4,61,12
Josh Woods,27,ARI,LB,11,7,0,29,23,185,2,116.2,3,51,134,12,1,0,0,0.5,2,61,9
Xavier Woods,28,CAR,S,14,14,2,41,26,223,1,65.4,8.5,119,104,2,0,0,0,0,0,61,7
Russ Yeast,24,LAR,DB,17,9,0,41,28,398,2,115.7,10.7,279,119,13,0,0,0,0,0,61,17
Byron Young,25,LAR,OLB,17,16,0,17,13,76,0,84.4,1.8,-12,88,51,10,11,1,8,30,61,8
Rasul Douglas,28,2TM,CB,16,15,5,80,47,524,5,73.1,8.7,343,181,4,0,0,0,1,1,61,7
Rasul Douglas,28,GNB,RCB,7,7,1,41,27,292,4,109,6.6,178,114,0,0,0,0,0,0,32,3
Rasul Douglas,28,BUF,CB,9,8,4,39,20,232,1,38.6,11,165,67,4,0,0,0,1,1,29,4
Zach Allen,26,DEN,DE,17,17,0,1,1,-1,0,79.2,-5,-5,4,0,7,13,1,5,27,60,2
Nick Bolton,23,KAN,LB,8,8,1,32,23,176,1,82.3,3.8,48,128,23,1,1,0,0,2,60,2
Tyson Campbell,23,JAX,CB,11,11,1,62,43,532,8,128.5,10.1,345,187,1,0,0,0,0,0,60,7
Tashaun Gipson,33,SFO,S,16,16,1,27,15,130,1,65.4,8.6,71,59,9,0,0,0,1,1,60,3
Martin Emerson,23,CLE,CB,16,12,4,79,37,499,0,46.3,12.8,344,155,0,0,0,0,0,0,59,10
Donte Jackson,28,CAR,CB,16,16,0,67,45,558,3,107.7,10.4,401,157,2,0,0,0,0,0,59,12
David Mayo,30,WAS,LB,17,5,0,23,21,210,1,119.2,5.6,125,85,11,1,0,0,2,3,59,4
Tracy Walker,28,DET,SS,17,6,0,30,17,254,3,117.9,12.9,207,47,8,2,2,0,1,5,59,7
Willie Gay Jr.,25,KAN,LB,16,15,1,29,22,177,0,76.4,2.4,31,146,37,2,2,1,1,5,58,4
Sam Hubbard,28,CIN,DE,15,15,0,5,5,39,0,99.2,-1.4,-7,46,3,5,11,0,6,22,58,1
Chidobe Awuzie,28,CIN,LCB,15,10,0,57,36,484,4,113.5,11.8,304,180,2,0,0,0,0,0,57,5
Samson Ebukam,28,IND,DE,17,17,0,8,6,12,0,77.1,-1.5,-20,32,10,3,8,0,9.5,21,57,6
Sauce Gardner,23,NYJ,CB,16,16,0,55,31,332,1,80.3,10.3,168,164,2,0,0,0,0,0,57,14
Alex Highsmith,26,PIT,LB,17,17,2,11,6,26,0,20.5,0.1,-23,49,61,7,11,0,7,26,57,3
Byron Murphy,25,MIN,CB,14,14,3,101,68,781,6,97.8,9.8,381,400,13,0,0,0,0,0,57,12
Sean Murphy-Bunting,26,TEN,LCB,14,14,2,69,44,645,2,91.8,11.2,445,200,4,1,0,0,0,1,57,2
Khalen Saunders,27,NOR,DT,17,17,0,0,0,0,0,,,0,0,0,0,2,1,0,2,57,4
Nick Scott,28,CIN,S,17,10,0,33,22,332,0,99.6,14,217,115,22,1,1,0,0,2,57,4
Darius Slay,32,PHI,CB,12,12,2,80,49,560,2,80.2,10.5,341,219,0,0,0,0,0,0,57,7
Kobie Turner,24,LAR,NT,17,4,0,2,1,5,0,56.2,-7.5,-7,12,0,4,5,1,9,20,57,5
Montez Sweat,27,2TM,DL,17,17,0,1,1,-1,0,79.2,-6,-6,5,0,11,13,3,12.5,40,57,3
Montez Sweat,27,WAS,LDE,8,8,0,1,1,-1,0,79.2,-6,-6,5,0,5,6,1,6.5,19,32,1
Montez Sweat,27,CHI,DL,9,9,0,0,0,0,0,,,0,0,0,6,7,2,6,21,25,2
Calais Campbell,37,ATL,DL,17,17,0,3,2,13,0,75.7,-0.3,-1,14,0,7,10,1,6.5,24,56,8
Davon Godchaux,29,NWE,DL,17,17,0,1,1,11,0,112.5,-3,-3,14,0,3,1,0,0,4,56,3
Kamu Grugier-Hill,29,CAR,LB,17,5,1,21,17,144,1,91.3,3.7,51,93,7,0,0,0,1,1,56,10
Nnamdi Madubuike,26,BAL,DT,17,17,0,3,3,13,0,84.7,-0.7,-2,15,0,3,16,0,13,33,56,2
Krys Barnes,25,ARI,LB,16,6,1,19,16,125,3,111.7,3.4,50,75,5,0,1,2,0,1,55,4
Jerry Jacobs,26,DET,CB,15,12,3,82,52,638,6,96.5,11.8,534,104,4,1,1,0,0,2,55,9
Jermaine Johnson II,24,NYJ,LB,17,17,1,5,2,17,0,10,-5.4,-9,26,26,9,7,3,7.5,25,55,2
Marcus Williams,27,BAL,S,11,11,1,37,24,322,4,117.2,10.8,193,129,1,0,0,0,0,0,55,4
Christian Benford,23,BUF,CB,15,14,2,62,43,470,2,88.8,10.8,347,123,2,0,0,0,0,0,54,0
James Bradberry,30,PHI,CB,16,16,1,101,60,740,11,114.3,10.4,521,219,3,0,0,0,0,0,54,6
Cole Holcomb,27,PIT,LB,8,8,0,19,13,144,0,90.7,4.9,61,83,37,0,2,0,0,2,54,5
Micah Hyde,32,BUF,S,14,14,2,37,26,316,3,100.7,11.3,234,82,16,0,1,1,0,1,54,6
Jarran Reed,31,SEA,DE,16,16,0,3,3,10,0,80.6,-4,-12,22,0,9,5,3,7,21,54,9
Juan Thornhill,28,CLE,S,11,11,0,30,19,208,3,117.1,10.6,144,64,4,0,2,1,0,2,54,2
Deatrich Wise Jr.,29,NWE,DL,16,13,0,1,1,6,0,91.7,-3,-3,9,1,7,1,1,4.5,13,54,0
Jonathan Allen,28,WAS,DT,16,16,0,4,3,-1,1,116.7,-1,-10,9,0,5,11,1,5.5,22,53,6
Nick Bosa,26,SFO,DL,17,17,0,5,4,48,0,106.7,-2.8,-8,56,5,9,21,3,10.5,44,53,4
Aaron Donald,32,LAR,DT,16,16,0,1,1,-1,0,79.2,-6,-6,5,0,8,14,2,8,31,53,5
Quentin Lake,24,LAR,DB,14,4,0,51,32,238,3,93.4,5.8,160,78,14,1,0,0,0,1,53,3
Dexter Lawrence,26,NYG,DL,16,16,0,1,1,21,0,118.7,-3,-3,24,0,5,14,2,4.5,25,53,3
P.J. Locke,26,DEN,S,12,8,1,35,21,302,2,95.2,9.4,149,153,9,0,0,0,3,3,53,9
Daron Payne,26,WAS,DT,17,17,0,2,2,1,0,79.2,-6.5,-13,14,1,4,4,4,4,13,53,7
Tuli Tuipulotu,21,LAC,OLB,17,11,0,10,7,52,1,115.4,1.2,3,49,28,11,6,1,4.5,22,53,8
Darious Williams,30,JAX,LCB,17,17,4,100,55,624,2,63.9,10.8,427,197,1,0,1,0,0,1,53,10
Riq Woolen,24,SEA,CB,16,15,2,71,41,384,4,79.8,9.2,258,126,1,0,0,0,0,0,53,9
Marco Wilson,24,2TM,RCB,16,11,0,65,47,727,5,134.6,11.9,547,180,1,0,0,0,0,0,53,6
Marco Wilson,24,ARI,RCB,15,11,0,64,47,727,5,136.7,11.7,547,180,1,0,0,0,0,0,52,6
Marco Wilson,24,NWE,CB,1,0,0,1,0,0,0,39.6,25,0,0,0,0,0,0,0,0,1,0
Kareem Jackson,35,2TM,SS,10,8,2,25,16,233,2,87.6,8.6,176,57,1,0,0,0,0,0,53,5
Kareem Jackson,35,DEN,SS,8,8,2,24,16,215,2,88,8.3,160,55,1,0,0,0,0,0,51,4
Kareem Jackson,35,HOU,CB,2,0,0,1,0,18,0,79.2,16,16,2,0,0,0,0,0,0,2,1
Shaquil Barrett,31,TAM,LOLB,16,16,1,18,14,106,0,68.1,3.3,38,68,34,6,8,1,4.5,19,52,4
Carlton Davis,26,TAM,RCB,12,12,2,83,51,732,4,96.1,9.8,506,226,2,0,0,0,0,0,52,4
Jonathan Greenard,26,HOU,RDE,15,15,0,3,2,0,0,70.1,-4.3,-9,9,18,9,9,2,12.5,32,52,5
Talanoa Hufanga,24,SFO,S,10,10,3,19,13,105,1,60.1,6.5,71,34,9,1,1,0,0,2,52,3
Jourdan Lewis,28,DAL,CB,16,8,1,71,44,464,4,93.9,6.6,225,239,7,0,0,0,0,0,52,5
Boye Mafe,25,SEA,LB,16,16,0,8,6,111,1,156.2,2.6,12,99,14,8,8,5,9,25,52,3
Kwity Paye,25,IND,DE,16,16,0,4,2,21,0,65.6,-3.3,-7,28,4,6,2,0,8.5,17,52,0
Travon Walker,23,JAX,OLB,17,17,0,10,9,54,0,89.2,1.8,8,46,49,11,7,1,10,30,52,8
Ahkello Witherspoon,28,LAR,DB,17,17,3,106,51,753,5,75.7,14.8,566,187,1,0,0,0,0,0,52,9
Mike Edwards,27,KAN,S,17,5,1,31,15,199,2,77.2,11.9,130,69,6,0,0,0,1,1,51,5
B.J. Hill,28,CIN,DT,17,17,2,1,1,1,0,39.6,-7,-7,8,0,3,14,3,4.5,23,51,2
Aidan Hutchinson,23,DET,DL,17,17,1,3,0,0,0,0,-2.3,0,0,1,29,21,5,11.5,62,51,9
Ja'Quan McMillian,23,DEN,CB,16,3,2,66,37,400,7,96.8,7.2,185,215,19,0,1,1,2,3,51,8
Ed Oliver,26,BUF,DT,16,16,1,1,0,0,0,0,-2,0,0,0,3,5,2,9.5,19,51,7
Darnell Savage Jr.,26,GNB,SS,10,10,0,23,18,222,0,106.9,8.6,150,72,3,1,0,0,0,1,51,8
Tavierre Thomas,27,HOU,CB,9,5,0,33,26,276,1,111.6,6.5,155,121,12,0,0,0,0,0,51,5
Denico Autry,33,TEN,LDE,17,14,0,2,2,12,0,91.7,2.5,5,7,0,8,3,3,11.5,24,50,7
Brian Burns,25,CAR,LOLB,16,16,0,15,12,70,0,86.1,1.4,31,39,35,2,11,1,8,21,50,4
Michael Carter II,24,NYJ,CB,15,7,0,62,32,299,1,70.6,7.8,116,183,13,3,1,0,0,4,50,5
Michael Danna,26,KAN,DE,16,16,0,4,3,8,1,116.7,-4.5,-17,25,1,9,5,3,6.5,21,50,2
Malik Hooker,27,DAL,S,16,15,1,23,13,213,1,84.1,13,113,100,4,0,0,0,0,0,50,4
DeMarcus Lawrence,31,DAL,DE,17,17,0,5,2,29,0,59.6,-5.6,-11,40,2,6,4,6,4,14,50,3
Keanu Neal,28,PIT,SS,9,8,1,34,21,282,1,85.7,7,160,122,10,0,1,0,0,1,50,8
David Onyemata,31,ATL,DL,14,14,0,2,1,4,0,56.2,-3.5,-5,9,0,5,11,1,4,21,50,1
Taylor Rapp,26,BUF,S,16,4,1,18,11,161,1,85.6,14.2,141,20,4,0,0,0,0.5,1,50,3
Amik Robertson,25,LVR,CB,17,12,2,66,39,531,3,87.4,9.9,244,287,4,0,0,0,1,1,50,5
Nathan Shepherd,30,NOR,DT,17,17,0,0,0,0,0,,,0,0,0,4,3,0,3.5,11,50,3
Isaiah Simmons,25,NYG,S,17,4,1,27,22,199,0,81.9,1.9,37,162,54,4,0,1,1,5,50,8
Tedarrell Slaton,26,GNB,DL,17,17,0,0,0,0,0,,,0,0,0,3,1,1,0,4,50,3
Cam Taylor-Britt,24,CIN,CB,12,12,4,67,38,620,3,78,15.2,452,168,0,1,0,0,0,1,50,4
Kayvon Thibodeaux,23,NYG,OLB,17,17,0,11,8,47,0,80.5,-2.5,-28,75,98,18,4,4,11.5,35,50,5
DJ Turner,23,CIN,CB,17,12,0,69,40,693,4,111.6,12.6,356,337,0,0,0,0,1,1,50,4
Jimmie Ward,32,HOU,S,10,10,1,34,28,351,0,97.4,8.8,214,137,4,0,0,0,0,0,50,3
Dre'Mont Jones,26,SEA,DE,17,16,0,3,3,66,0,118.7,5.3,16,50,4,8,7,0,4.5,20,49,3
Justin Jones,27,CHI,RDT,17,17,0,4,4,22,0,89.6,-1.5,-6,28,0,5,12,4,4.5,22,49,4
Derion Kendrick,23,LAR,DB,17,12,1,77,44,600,3,89.7,13.9,423,177,1,0,0,1,0,0,49,11
Greg Newsome II,23,CLE,CB,14,13,2,67,38,450,2,74.8,7.5,161,289,14,1,0,1,0.5,2,49,10
Terell Smith,24,CHI,DB,12,4,0,46,29,354,1,93.9,11.8,276,78,0,0,0,0,0,0,49,3
Jonah Williams,28,LAR,DE,17,16,0,0,0,0,0,,,0,0,0,3,2,1,2,7,49,1
Jamal Adams,28,SEA,SS,9,9,0,31,25,175,2,111.7,4.7,67,108,22,3,3,1,0,6,48,9
Troy Hill,32,CAR,CB,16,3,1,55,34,344,4,96.3,6.2,136,208,13,1,1,0,0,2,48,9
Brandon Jones,25,MIA,SS,16,6,2,16,11,133,1,75.3,10.3,70,63,4,0,1,0,0,1,48,7
Jonathan Jones,30,NWE,DB,14,14,0,56,32,436,2,94,13.7,285,151,1,0,0,0,0,0,48,2
Marshon Lattimore,27,NOR,CB,10,10,1,47,27,299,1,74.7,8.8,147,152,0,0,0,0,0,0,48,5
Bilal Nichols,27,LVR,LDT,17,17,0,4,3,33,0,99,-3,-12,45,0,0,1,0,1.5,3,48,3
Preston Smith,31,GNB,LB,17,17,0,4,1,15,0,42.7,3.3,8,7,56,4,10,3,8,23,48,1
Terrell Edmunds,26,2TM,S,16,4,1,30,18,225,1,80.6,11.4,174,51,15,1,0,0,2.5,4,48,3
Terrell Edmunds,26,PHI,S,7,3,0,19,12,155,1,106.2,12.8,119,36,2,1,0,0,0,1,28,2
Terrell Edmunds,26,TEN,S,9,1,1,11,6,70,0,36.2,8.8,55,15,13,0,0,0,2.5,3,20,1
George Karlaftis III,22,KAN,DE,16,16,0,7,6,55,0,99.4,1.3,4,51,1,18,4,3,10.5,35,47,4
Desmond King,29,HOU,CB,7,3,0,24,20,186,0,99,4.5,78,108,9,0,1,0,1,2,47,4
Dante Stills,24,ARI,DT,15,8,0,3,3,7,0,79.2,-3.7,-11,18,0,2,1,0,3.5,7,47,1
Eli Apple,28,MIA,CB,10,4,1,66,43,494,2,91.4,11.2,335,159,0,0,0,0,0.5,1,46,6
Oren Burks,28,SFO,LB,15,5,1,22,15,113,0,61.4,1,5,108,8,2,0,0,1,3,46,1
Kristian Fulton,25,TEN,CB,12,11,0,49,37,497,1,114.1,11,359,138,0,0,0,0,0,0,46,5
Dennis Gardeck,29,ARI,OLB,17,8,0,13,10,72,2,128.8,2.5,18,54,31,8,6,2,6,20,46,4
Tre Herndon,27,JAX,CB,16,4,0,62,47,500,3,115,7,224,276,18,3,2,1,0,5,46,6
Austin Johnson,29,LAC,DL,17,17,0,3,3,15,1,127.1,-4,-12,27,1,1,1,2,0,2,46,2
D.J. Jones,28,DEN,DT,16,16,0,4,3,-13,0,77.1,-6.5,-26,13,0,0,2,0,2,4,46,2
Jonathan Ledbetter,26,ARI,DL,12,12,0,2,2,-1,0,79.2,-5,-10,9,0,1,2,0,1.5,5,46,3
Quan Martin,23,WAS,DB,16,5,2,30,20,247,2,86.4,5.6,87,160,14,0,0,0,1,1,46,5
Fabian Moreau,29,DEN,CB,16,11,1,60,39,628,1,98.5,11.1,411,217,2,0,0,0,0,0,46,4
Osa Odighizuwa,25,DAL,DT,17,17,0,2,1,0,0,56.2,12,0,0,0,1,10,0,3,14,46,5
Jamien Sherwood,23,NYJ,LB,17,3,0,5,5,34,1,134.6,4,20,14,3,0,0,0,0,0,46,0
Kevin Strong,27,ARI,LDE,14,11,0,1,1,2,0,79.2,-3,-3,5,0,3,0,0,2.5,6,46,3
Will Anderson,22,HOU,DE,15,13,0,2,2,15,0,97.9,1,2,13,12,10,15,1,7,32,45,9
Sydney Brown,23,PHI,S,14,6,1,24,19,200,2,111.8,8.8,120,80,6,0,0,0,0,0,45,3
Jordan Davis,23,PHI,DT,17,17,0,1,1,-3,0,79.2,-6,-6,3,1,5,1,1,2.5,10,45,3
Xavien Howard,30,MIA,LCB,13,13,1,62,39,419,1,81.3,11.3,299,120,3,0,1,0,0,1,45,6
Jalen Mills,29,NWE,DB,17,8,0,30,18,225,1,94.4,9.1,94,131,10,2,1,0,0,3,45,7
AJ Terrell,25,ATL,CB,17,17,0,81,45,552,4,93.2,11,397,155,0,0,0,0,0,0,45,9
Joe Tryon-Shoyinka,24,TAM,OLB,17,12,0,8,8,54,0,94.8,1,8,46,17,4,4,1,5,13,45,3
Andrew Wingard,27,JAX,S,17,2,1,18,11,135,1,79.6,10.2,103,32,3,0,1,0,0,1,45,3
Jonathan Bullard,30,MIN,DL,17,14,0,0,0,0,0,,,0,0,1,1,0,0,2,3,44,0
Kenny Clark,28,GNB,DL,17,17,0,0,0,0,0,,,0,0,0,9,7,1,7.5,25,44,7
Rashan Gary,26,GNB,LB,17,13,0,1,0,0,0,39.6,-6,0,0,57,10,10,1,9,30,44,4
Javon Hargrave,30,SFO,DL,16,16,0,1,1,11,0,112.5,-2,-2,13,0,1,5,1,7,14,44,2
Jaylon Jones,21,IND,CB,17,10,0,62,35,354,5,99.8,9.5,288,66,0,0,0,0,0,0,44,2
Jeff Okudah,24,ATL,RCB,13,9,0,58,38,528,0,94.6,10.2,322,206,0,0,0,0,0,0,44,1
Jeffery Simmons,26,TEN,DT,12,12,0,0,0,0,0,,,0,0,1,6,5,1,5.5,17,44,3
Carrington Valentine,22,GNB,CB,17,12,0,59,34,411,1,84.8,10.9,312,99,0,0,0,0,0,0,44,4
Anthony Walker,28,CLE,MLB,12,12,0,21,14,136,1,100.5,4.6,41,95,25,0,2,0,0,2,44,3
Corey Ballentine,27,GNB,CB,14,6,1,48,27,312,2,81.2,11.1,191,121,0,0,0,0,0,0,43,6
Julius Brents,23,IND,CB,9,8,1,52,34,471,2,99.1,11.5,368,103,0,0,0,0,0,0,43,5
Kei'Trel Clark,22,ARI,CB,14,7,0,41,30,332,2,113.1,11.8,263,69,1,0,0,0,0,0,43,1
Jadeveon Clowney,30,BAL,OLB,17,15,0,2,2,1,0,79.2,-4,-8,9,7,4,9,3,9.5,23,43,5
Jonathan Harris,27,DEN,DL,17,5,0,1,1,21,0,118.7,-6,-6,27,0,0,2,0,1,3,43,0
Trey Hendrickson,29,CIN,DE,17,17,0,2,2,23,0,114.6,5,10,13,3,8,7,2,17.5,35,43,7
Jordan Howden,23,NOR,DB,16,7,0,27,16,230,1,99.3,12.4,169,61,12,0,1,0,1,2,43,5
Cameron Jordan,34,NOR,DE,17,17,0,5,4,42,0,101.7,-2,-13,55,2,12,3,3,2,18,43,4
Malcolm Koonce,25,LVR,DE,17,11,0,2,2,9,0,85.4,-1.5,-3,12,3,7,8,0,8,23,43,2
Larry Ogunjobi,29,PIT,DT,17,17,0,5,4,49,0,107.5,-2.2,-9,58,0,3,5,2,3,11,43,1
Marcus Peters,30,LVR,RCB,12,12,1,65,42,562,3,100.9,6.7,252,310,1,0,0,0,0,0,43,12
Jaelan Phillips,24,MIA,LB,8,6,1,4,4,29,0,57.3,-2.5,-10,39,8,6,4,1,6.5,17,43,1
Joey Porter Jr.,23,PIT,CB,17,11,1,63,30,449,1,70.1,11.6,316,133,1,0,0,0,0,0,43,3
Josh Sweat,26,PHI,DE,17,17,0,4,4,9,0,79.2,-2.3,-9,18,15,14,16,1,6.5,37,43,4
Ambry Thomas,24,SFO,CB,15,6,1,57,40,371,3,97.9,10.3,283,88,0,0,0,0,0,0,43,3
Shy Tuttle,28,CAR,DT,17,17,0,0,0,0,0,,,0,0,0,0,0,5,0.5,1,43,6
Vita Vea,28,TAM,NT,15,15,0,2,1,18,0,81.2,-2,-4,22,0,4,3,1,5.5,13,43,2
Bryan Cook,24,KAN,S,12,12,1,24,16,291,4,130.4,15.5,200,91,0,0,0,0,0,0,42,6
Myles Garrett,28,CLE,DE,16,16,0,1,0,0,0,39.6,-4,0,0,0,6,16,3,14,37,42,4
John Johnson,28,LAR,DB,17,8,2,26,16,213,2,81.1,12.8,157,56,5,1,0,0,0,1,42,2
Roy Lopez,26,ARI,DT,14,5,0,0,0,0,0,,,0,0,0,4,1,0,0,5,42,2
Patrick Peterson,33,PIT,LCB,17,16,2,64,38,494,4,91.5,10.3,309,185,6,0,0,0,0,0,42,11
Michael Pierce,31,BAL,NT,17,17,0,1,1,6,0,91.7,-4,-4,10,1,1,2,2,1,4,42,1
Duke Riley,29,MIA,LB,17,5,0,23,18,166,1,111.2,1.7,46,120,16,1,1,0,0.5,3,42,7
Gregory Rousseau,23,BUF,DE,16,16,0,4,3,8,0,77.1,1.3,-5,13,0,7,12,2,5,25,42,2
Milton Williams,24,PHI,DT,16,10,0,0,0,0,0,,,0,0,0,6,6,0,0.5,13,42,3
Kwon Alexander,29,PIT,LB,9,2,1,26,20,163,0,76.3,4.9,93,70,28,0,1,0,1,2,41,6
DeAundre Alford,26,ATL,CB,16,5,0,62,39,401,3,97.6,7.5,190,211,11,2,0,0,0,2,41,3
Mekhi Blackmon,24,MIN,CB,15,3,1,52,32,295,2,81.8,10.5,184,111,0,0,0,0,0,0,41,2
